detector,repetition,image_id,seconds,detections,max_boxes_absolute_error,max_scores_absolute_error
yolo11s,2,f98f029b-bd96-4a3b-b7df-68a198750541.png,0.01654669997515157,0,0.0,0.0
yolo11s,2,6e0ac228-0e49-4dd6-b5b1-bfd376b35365.png,0.019221500027924776,0,0.0,0.0
yolo11s,2,88942782-7948-43f0-bb6a-8ef1f7002327.png,0.017304799985140562,0,0.0,0.0
yolo11s,2,5f0b21ab-ed6f-4ce0-ba33-af559c6c6c5f.png,0.016851200023666024,0,0.0,0.0
yolo11s,2,c0608b6d-a375-4cda-8133-b5ec73217435.png,0.01727710000704974,2,0.0,0.0
yolo11s,2,ddd1dc87-9c71-4728-b4a1-2c28d2e4fd8a.png,0.01749769999878481,5,0.0,0.0
yolo11s,2,f3c57937-bb53-4463-99e9-ae51e120678f.png,0.018886499979998916,0,0.0,0.0
yolo11s,2,03682e3c-d601-4e35-9ba5-06e85bba5c7c.png,0.017348600027617067,0,0.0,0.0
yolo11s,2,89e23e03-487d-49dd-ae1e-b42efe3ae119.png,0.01599250000435859,0,0.0,0.0
yolo11s,2,f623bffb-23e3-4861-a081-17ff805f9570.png,0.016612700012046844,0,0.0,0.0
yolo11s,2,9bd0edc1-d478-43b3-9f0d-809a41fe395e.png,0.016603800002485514,0,0.0,0.0
yolo11s,2,8ef2ab87-f997-405c-8ccf-b32c7efaccff.png,0.01685629994608462,0,0.0,0.0
yolo11s,2,65738ec0-4bc7-45b4-ad9c-8d1d84b1618f.png,0.016923899995163083,3,0.0,0.0
yolo11s,2,e27c61ea-5502-4033-8c74-a700de56eea4.png,0.01797190000070259,2,0.0,0.0
yolo11s,2,e6f88624-0bdb-40c3-9a36-7abe982a65c5.png,0.017366999993100762,3,0.0,0.0
yolo11s,2,6ed32587-0518-4b4b-95e6-a4b0651b1a6d.png,0.017687799991108477,10,0.0,0.0
yolo11s,2,93352cf0-4e4c-4b86-b132-c6f0c492537e.png,0.016100100008770823,0,0.0,0.0
yolo11s,2,b7bee95b-ea79-46de-ac78-94ff8328a274.png,0.01630370004568249,0,0.0,0.0
yolo11s,2,b6271674-f13d-4087-ae03-d6ae35381dfc.png,0.01672600000165403,6,0.0,0.0
yolo11s,2,4a055fd8-229a-45f7-afa1-84488eac8ae3.png,0.016985700000077486,0,0.0,0.0
yolo11s,2,6f47bae9-705f-41c8-8a28-d5cf88927b0e.png,0.01688900002045557,1,0.0,0.0
yolo11s,2,b8020472-9c2d-44ce-a09b-f5795b95f230.png,0.016904700023587793,1,0.0,0.0
yolo11s,2,13f8bb2b-9c21-4131-aee1-eef3bc0cf88b.png,0.015769300051033497,0,0.0,0.0
yolo11s,2,1871337b-8e0b-4329-93a4-b0d9afc5c814.png,0.018537299998570234,3,0.0,0.0
yolo11s,2,6fe73af9-299c-4fa8-bb73-11e4fd4398d9.png,0.018417200015392154,0,0.0,0.0
yolo11s,2,7cbb6939-4333-4f08-ae0f-b7631307775d.png,0.01568430004408583,0,0.0,0.0
yolo11s,2,74b0e0b5-eaa2-4112-a15a-e3b883907053.png,0.017590300005394965,0,0.0,0.0
yolo11s,2,e5609023-683a-4582-a9e4-81aa527bb63c.png,0.01691519998712465,3,0.0,0.0
