detector,threshold,seed_count,precision,precision_std,precision_mean_plus_minus_std,recall,recall_std,recall_mean_plus_minus_std,f1,f1_std,f1_mean_plus_minus_std
faster_rcnn,0.78,5,0.4900101202970385,0.1817698806282103,0.49001 ± 0.18177,0.24701492537313433,0.11223220645888389,0.247015 ± 0.112232,0.2929663813440884,0.11315464232749614,0.292966 ± 0.113155
faster_rcnn,0.79,5,0.5067403428409618,0.18469294189412458,0.50674 ± 0.184693,0.23805970149253727,0.11325103262742657,0.23806 ± 0.113251,0.2882964819162311,0.12139006172017755,0.288296 ± 0.12139
faster_rcnn,0.8,5,0.49757546404618835,0.14356976623808035,0.497575 ± 0.14357,0.22537313432835818,0.12084023058439564,0.225373 ± 0.12084,0.27530307124835995,0.14164354166506649,0.275303 ± 0.141644
faster_rcnn,0.81,5,0.5631233387770346,0.24540450664418953,0.563123 ± 0.245405,0.2164179104477612,0.12090934138820635,0.216418 ± 0.120909,0.2709879877739571,0.14782186956459803,0.270988 ± 0.147822
faster_rcnn,0.82,5,0.37024816248357056,0.20876949730927907,0.370248 ± 0.208769,0.20522388059701493,0.11814283730587734,0.205224 ± 0.118143,0.2625489777719422,0.14813405487305856,0.262549 ± 0.148134
faster_rcnn,0.83,5,0.3847796094527741,0.21791780728730212,0.38478 ± 0.217918,0.1947761194029851,0.11453461384174232,0.194776 ± 0.114535,0.2560585409559725,0.14575308297834505,0.256059 ± 0.145753
faster_rcnn,0.84,5,0.4021154688144744,0.23142899793199076,0.402115 ± 0.231429,0.18656716417910446,0.11194029850746268,0.186567 ± 0.11194,0.2508981696205902,0.14422235911275946,0.250898 ± 0.144222
faster_rcnn,0.85,5,0.42309007358848294,0.24325574474247277,0.42309 ± 0.243256,0.17761194029850746,0.10745361694728836,0.177612 ± 0.107454,0.24607147679834313,0.14260644251902516,0.246071 ± 0.142606
faster_rcnn,0.86,5,0.4432250463863367,0.2566467681547364,0.443225 ± 0.256647,0.16567164179104477,0.10545914210113136,0.165672 ± 0.105459,0.2354401964928104,0.14175009708841116,0.23544 ± 0.14175
faster_rcnn,0.87,5,0.4587982737982738,0.2634887040242826,0.458798 ± 0.263489,0.15223880597014924,0.0986303507569719,0.152239 ± 0.0986304,0.2232544028288347,0.13750061364677588,0.223254 ± 0.137501
faster_rcnn,0.88,5,0.46031964790739927,0.2618932612470707,0.46032 ± 0.261893,0.1373134328358209,0.09503578250031221,0.137313 ± 0.0950358,0.20538074120694666,0.13505195281350774,0.205381 ± 0.135052
faster_rcnn,0.89,5,0.4945063203034218,0.2862157353352885,0.494506 ± 0.286216,0.12537313432835823,0.08840212956412583,0.125373 ± 0.0884021,0.1933678344825303,0.12996630817378368,0.193368 ± 0.129966
faster_rcnn,0.9,5,0.5161075036075036,0.30258996697576546,0.516108 ± 0.30259,0.10970149253731343,0.07856227868945996,0.109701 ± 0.0785623,0.17505184554408446,0.1204172096105933,0.175052 ± 0.120417
faster_rcnn,0.91,5,0.5792489716420297,0.36341470598149483,0.579249 ± 0.363415,0.09477611940298507,0.07992394468949426,0.0947761 ± 0.0799239,0.15348016810536333,0.12711598857983014,0.15348 ± 0.127116
faster_rcnn,0.92,5,0.5899666048237477,0.3632549792820747,0.589967 ± 0.363255,0.07611940298507462,0.06625630179302892,0.0761194 ± 0.0662563,0.1281985670896769,0.11052678143691437,0.128199 ± 0.110527
faster_rcnn,0.93,5,0.5896156688839616,0.36395952859894565,0.589616 ± 0.36396,0.058955223880597006,0.052132087153949194,0.0589552 ± 0.0521321,0.10296647792470777,0.08982056772887653,0.102966 ± 0.0898206
faster_rcnn,0.94,5,0.3487179487179487,0.32375285417296534,0.348718 ± 0.323753,0.03582089552238806,0.0382894732309412,0.0358209 ± 0.0382895,0.06457452322113975,0.06792423125067125,0.0645745 ± 0.0679242
faster_rcnn,0.95,5,0.3439102564102564,0.3150936092294666,0.34391 ± 0.315094,0.02238805970149254,0.021596710639534004,0.0223881 ± 0.0215967,0.041872175871982255,0.04006584632232788,0.0418722 ± 0.0400658
faster_rcnn,0.96,5,0.3928571428571429,0.36167756026103126,0.392857 ± 0.361678,0.010447761194029851,0.011621202613729429,0.0104478 ± 0.0116212,0.020224756793022474,0.022332555105269478,0.0202248 ± 0.0223326
faster_rcnn,0.97,5,0.3333333333333333,0.4714045207910317,0.333333 ± 0.471405,0.003731343283582089,0.005276916277511548,0.00373134 ± 0.00527692,0.007380073800738007,0.010437000460318044,0.00738007 ± 0.010437
faster_rcnn,0.98,5,0.0,0.0,0 ± 0,0.0,0.0,0 ± 0,0.0,0.0,0 ± 0
faster_rcnn,0.99,5,0.0,0.0,0 ± 0,0.0,0.0,0 ± 0,0.0,0.0,0 ± 0
